decade,state,Biological,Chemical,Coastal Storm,Dam/Levee Break,Drought,Earthquake,Fire,Fishing Losses,Flood,Freezing,Human Cause,Hurricane,Mud/Landslide,Other,Severe Ice Storm,Severe Storm,Snowstorm,Terrorist,Tornado,Toxic Substances,Tropical Storm,Tsunami,Typhoon,Volcanic Eruption,Winter Storm,Total
2000's,OH,0,0,0,0,0,0,0,0,0,0,0,88,0,13,0,313,46,0,15,0,0,0,0,0,0,475
2000's,OK,0,0,0,0,0,0,132,0,24,0,0,77,0,0,342,330,4,0,0,0,0,0,0,0,0,909
2000's,OR,0,0,36,0,0,0,28,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,155
2000's,PA,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,176,0,0,0,0,0,0,0,0,0,310
2000's,RI,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,7,0,0,0,0,0,0,0,0,13
2000's,SC,0,0,0,0,0,0,3,0,0,0,0,76,0,0,39,41,0,0,0,0,0,0,0,0,0,159
2000's,SD,0,0,66,0,0,0,13,0,24,0,0,0,0,0,0,127,23,0,0,0,0,0,0,0,0,253
2000's,TN,0,0,0,0,0,0,14,0,0,0,0,95,0,0,7,248,0,0,0,0,0,0,0,0,0,364
2000's,TX,0,0,42,0,0,0,568,0,41,0,0,1029,0,54,46,109,0,0,1,0,0,0,0,0,0,1890
2000's,UT,0,0,29,0,0,0,11,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,51
2000's,VA,0,0,0,0,0,0,9,0,0,0,0,234,0,0,0,257,0,1,0,0,0,0,0,0,0,501
2000's,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,59,9,0,0,0,0,0,0,0,0,70
2000's,WA,0,0,39,0,0,24,38,0,23,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,229
2000's,WI,0,0,0,0,0,0,0,0,32,0,0,73,0,0,0,127,25,0,19,0,0,0,0,0,0,276
2000's,WV,0,0,0,0,0,0,14,0,26,0,0,65,0,0,0,238,0,0,0,0,0,0,0,0,0,343
2000's,WY,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,17
2010's,AK,0,0,2,0,0,6,6,0,10,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,42
2010's,AL,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,230,0,0,1,0,0,0,0,0,0,380
2010's,AR,0,0,0,0,0,0,0,0,36,0,0,0,0,0,22,266,0,0,0,0,0,0,0,0,0,324
2010's,AZ,0,0,0,0,0,0,20,0,3,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,48
2010's,CA,0,0,0,3,0,5,143,0,77,0,0,0,0,0,0,74,0,0,0,0,0,3,0,0,0,305
2010's,CO,0,0,0,0,0,0,30,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
2010's,CT,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,44,8,0,2,0,0,0,0,0,0,86
2010's,DE,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,15
2010's,FL,0,0,0,0,0,0,4,0,0,0,0,353,0,0,0,47,0,0,0,0,0,0,0,0,0,404
2010's,GA,0,0,0,0,0,0,10,0,0,0,0,557,0,0,152,67,0,0,23,0,0,0,0,0,0,809
2010's,HI,0,0,0,0,0,0,1,0,2,0,0,11,1,0,0,4,0,0,0,0,0,3,0,2,0,24
2010's,IA,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,454
2010's,ID,0,0,0,0,0,0,14,0,39,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,68
2010's,IL,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,32,65,0,15,0,0,0,0,0,0,187
2010's,IN,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,103
2010's,KS,0,0,0,0,0,0,16,0,8,0,0,0,0,0,20,364,50,0,0,0,0,0,0,0,0,458
2010's,KY,0,0,0,0,0,0,5,0,145,0,0,0,0,0,0,319,41,0,0,0,0,0,0,0,0,510
2010's,LA,0,0,49,0,0,0,0,0,150,0,0,166,0,0,0,25,0,0,2,0,0,0,0,0,0,392
2010's,MA,0,0,0,0,0,0,0,0,0,0,0,53,0,4,0,51,12,4,2,0,0,0,0,0,0,126
2010's,MD,0,0,0,0,0,0,0,0,10,0,0,86,0,0,0,12,53,0,0,0,0,0,0,0,0,161
2010's,ME,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,29,4,0,0,0,0,0,0,0,0,38
2010's,MI,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,27
2010's,MN,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,88,0,0,13,0,0,0,0,0,0,329
2010's,MO,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,720
2010's,MS,0,0,0,0,0,0,0,0,57,0,0,95,0,0,0,149,0,0,5,0,0,0,0,0,0,306
2010's,MT,0,0,0,0,0,0,28,0,54,0,0,0,0,0,0,69,0,0,1,0,0,0,0,0,0,152
2010's,NC,0,0,0,0,0,0,6,0,20,0,0,493,1,0,9,50,0,0,0,0,0,0,0,0,0,579
2010's,ND,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,259
2010's,NE,0,0,0,0,0,0,4,0,163,0,0,0,0,0,0,247,31,0,6,0,0,0,0,0,0,451
2010's,NH,0,0,1,0,0,0,1,0,2,0,0,33,0,0,0,46,3,0,0,0,0,0,0,0,0,86
2010's,NJ,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,68,29,0,0,0,0,0,0,0,0,181
2010's,NM,0,0,0,0,0,0,30,0,45,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,119
2010's,NV,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,34
2010's,NY,0,0,0,0,0,0,0,0,54,0,0,125,0,0,0,63,37,0,3,0,0,0,0,0,0,282
2010's,OH,0,0,0,0,0,0,0,0,43,0,0,2,0,0,0,148,0,0,12,0,0,0,0,0,0,205
2010's,OK,0,0,0,0,0,0,57,0,18,0,0,0,0,0,71,508,0,0,37,0,0,0,0,0,0,691
2010's,OR,0,0,0,0,0,0,34,0,18,0,0,0,0,0,0,35,0,0,0,0,0,3,0,0,0,90
2010's,PA,0,0,0,0,0,0,0,0,80,0,0,113,0,0,7,27,50,0,0,0,0,0,0,0,0,277
2010's,RI,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,40
2010's,SC,0,0,0,0,0,0,2,0,36,0,0,292,0,0,68,47,0,0,0,0,0,0,0,0,0,445
2010's,SD,0,0,0,0,0,0,4,0,179,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,335
2010's,TN,0,0,0,0,0,0,7,0,63,0,0,0,0,0,55,205,0,0,0,0,0,0,0,0,0,330
2010's,TX,0,0,0,0,0,0,271,0,136,0,0,99,0,2,0,190,0,0,0,0,0,0,0,0,0,698
2010's,UT,0,0,0,0,0,0,17,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43
2010's,VA,0,0,0,0,0,10,2,0,0,0,0,455,0,0,0,89,118,0,0,0,0,0,0,0,0,674
2010's,VT,0,0,0,0,0,0,0,0,23,0,0,28,0,0,7,55,0,0,0,0,0,0,0,0,0,113
2010's,WA,0,0,0,0,0,0,91,0,26,0,0,0,5,0,0,51,0,0,0,0,0,0,0,0,0,173
2010's,WI,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,44,11,0,0,0,0,0,0,0,0,105
2010's,WV,0,9,0,0,0,0,0,0,50,0,0,73,21,0,0,188,38,0,0,0,0,0,0,0,0,379
2010's,WY,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,38
2020's,AK,121,0,0,0,0,0,2,0,3,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,142
2020's,AL,139,0,0,0,0,0,0,0,0,0,0,104,0,0,0,59,0,0,0,0,0,0,0,0,0,302
2020's,AR,152,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,18,0,0,0,0,0,0,245
2020's,AZ,73,0,0,0,0,0,16,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94
2020's,CA,116,0,0,0,0,1,103,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348
2020's,CO,132,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
2020's,CT,21,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2020's,DE,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2020's,FL,150,0,0,0,0,0,6,0,0,0,0,303,0,1,0,37,0,0,0,0,54,0,0,0,0,551
2020's,GA,320,0,0,0,0,0,0,0,0,0,0,21,0,0,0,18,0,0,0,0,0,0,0,0,0,359
2020's,HI,9,0,0,0,0,0,2,0,1,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,19
2020's,IA,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,252
2020's,ID,93,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,103
2020's,IL,204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,219
2020's,IN,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
2020's,KS,233,0,0,0,0,0,2,0,0,0,0,0,0,0,0,55,20,0,0,0,0,0,0,0,0,310
2020's,KY,240,0,0,0,0,0,0,0,70,0,0,0,0,0,45,40,0,0,39,0,0,0,0,0,0,434
2020's,LA,144,0,128,0,0,0,0,0,7,0,0,547,0,0,128,0,0,0,0,0,0,0,0,0,0,954
2020's,MA,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,39
2020's,MD,48,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,51
2020's,ME,623,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,632
2020's,MI,188,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,200
2020's,MN,214,0,0,0,0,0,0,0,19,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,279
2020's,MO,230,0,0,0,0,0,0,0,4,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,283
2020's,MS,166,0,0,0,0,0,0,0,0,0,0,263,0,1,37,91,0,0,0,0,0,0,0,0,0,558
2020's,MT,129,0,0,0,0,0,16,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,157
2020's,NC,207,0,0,0,0,0,0,0,0,0,0,257,0,0,0,38,0,0,0,0,0,0,0,0,0,502
2020's,ND,117,0,0,0,0,0,0,0,38,0,0,0,0,0,0,55,7,0,0,0,0,0,0,0,0,217
2020's,NE,205,0,0,0,0,0,3,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,267
2020's,NH,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,27
2020's,NJ,44,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,5,0,0,0,0,0,0,0,0,102
2020's,NM,151,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
2020's,NV,88,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
2020's,NY,130,0,0,0,0,0,0,0,0,0,0,70,0,0,0,18,5,0,0,0,0,0,0,0,13,236
2020's,OH,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
2020's,OK,239,0,0,0,0,0,4,0,0,0,0,0,0,0,183,9,0,0,0,0,0,0,0,0,0,435
2020's,OR,83,0,0,0,0,0,59,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,153
2020's,PA,134,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,147
2020's,RI,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,25
2020's,SC,94,0,0,0,0,0,0,0,0,0,0,92,0,0,0,20,0,0,0,0,0,0,0,0,0,206
2020's,SD,286,0,0,0,0,0,2,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,19,368
2020's,TN,190,0,0,0,0,0,0,0,4,0,0,0,0,1,13,46,0,0,53,0,0,0,0,0,11,318
2020's,TX,515,0,0,0,0,0,9,0,7,0,0,99,0,0,508,0,0,0,0,0,0,0,0,0,0,1138
2020's,UT,72,0,0,0,0,2,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,86
2020's,VA,276,0,0,0,0,0,0,0,1,0,0,0,0,0,33,30,0,0,0,0,0,0,0,0,0,340
2020's,VT,28,0,0,0,0,0,0,0,2,0,0,14,0,0,0,16,0,0,0,0,0,0,0,0,0,60
2020's,WA,107,0,0,0,0,0,40,0,51,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,225
2020's,WI,167,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
2020's,WV,110,0,0,0,0,0,0,0,8,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,124
2020's,WY,48,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
